主分类(中文)	HPO编号	名称(英文)	名称(中文)	定义(英文)	定义(中文)
眼睛的异常	HP:0011507	Macular flecks	黄斑斑点	Pale often indistinct lesions of the macula.	黄斑区灰色病变，常常没有明确的界限。
眼睛的异常	HP:0011508	Macular hole	黄斑裂孔	A macular hole is a small break in the macula, located in the center of the retina.	黄斑裂孔是黄斑区小的孔。
眼睛的异常	HP:0011509	Macular hyperpigmentation	黄斑色素沉着	Increased amount of pigmentation in the `macula lutea` (FMA:58637).	增加了`黄斑中心凹（FMA:58637）色素量。
眼睛的异常	HP:0011510	Drusen	玻璃膜疣	Drusen (singular, 'druse') are tiny yellow or white accumulations of extracellular material (lipofuscin) that build up in Bruch's membrane of the eye.	玻璃膜疣是细胞外物质（脂褐素），在眼Bruch膜上聚集形成的细小黄色或白色物质。
眼睛的异常	HP:0011511	Macular schisis	黄斑劈裂	Splitting of the retina in the macular region.	黄斑区视网膜劈裂。
眼睛的异常	HP:0011512	Hyperpigmentation of the fundus	眼底的色素沉着	Increased amount of pigmentation of the retina.	视网膜色素沉着的数量增加。
眼睛的异常;心血管系统的异常	HP:0011513	Retinal cavernous angioma	视网膜海绵状血管瘤	A benign tumor of the retina that appears as a grouping of blood-filled saccules within the inner retinal layers or on the surface of the optic disc. Retinal cavernous angioma are described as having a 'cluster of grapes' appearance.	显示为血液填充的视网膜内层内或视盘的表面上的一种视网膜良性肿瘤。视网膜海绵状血管瘤被描述为具有“葡萄串状”外观。
眼睛的异常	HP:0011514	Abnormality of binocular vision	双眼单视功能异常	An abnormality of binocular vision, that is of the ability to synthesize the visual inputs from both eyes to a single image with perception of depth.	双眼视觉是指双眼观察的景物输入到一个单一的图像，并能感知深度的能力。
眼睛的异常	HP:0011515	Abnormal stereopsis	立体视觉异常	Inability to make fine depth discriminations from parallax provided by the two eyes' different positions on the head.	立体视觉是指双眼观察景物能分别物体远近形态的感觉。
眼睛的异常	HP:0011516	Rod monochromacy	全色盲	A condition where the retina contains no functional cone cells, so that in addition to the absence of color discrimination, vision in lights of normal intensity is difficult.	视网膜包含无功能的视锥细胞，所以，除了没有颜色辨别的，正常光照下视力很差。
眼睛的异常	HP:0011517	Cone monochromacy	锥细胞单色视	The condition of having both rods and cones, but only a single kind of cone.  Affected individuals have good pattern vision in daylight, but cannot distinguish between colors.	具有视杆和视锥，但只有单一种类的视锥。患者在明光处有好的视力，但颜色无法区分。
眼睛的异常	HP:0011518	Dichromacy	双色盲	Individuals affected by dichromacy possess only two types of cones, instead of three.	受累个体只有两种类型的视锥细胞，而不是通常的三种。
眼睛的异常	HP:0011519	Anomalous trichromacy	三色视异常	Individuals with anomalous trichromacy possess three types of cones, but one of the three types of cones has an abnormal spectral sensitivity compared to normal cones.	个体异常三色视具有三种类型的锥体，但三种视锥细胞中的一个相对于正常锥体具有异常的光谱灵敏度。
眼睛的异常	HP:0011520	Deuteranomoly	绿色弱	A type of anomalous trichromacy associated with abnormal M photopigment, such that the absorption spectrum is shifted toward L wavelengths. Affected individuals have difficulties distinguishing between red and green.	异常三色视的一种，中波长感光色素异常，使得吸收光谱移向长波长，患者红绿色觉异常。
眼睛的异常	HP:0011521	Deuteranopia	绿色盲	Complete lack of the M photopigment, which is replaced with the L photopigment.  Affected individuals tend to confuse red and green.	完全缺乏M波长感光色素，由L感光色素替代。患者分辨不出红色和绿色。
眼睛的异常	HP:0011522	Protanopia	红色盲	Blue and green cones only; no functional red cones.	只有蓝色和绿色锥体;无功能性红锥。
眼睛的异常	HP:0011523	Iris cyst	虹膜囊肿	An iris cyst is composed of a single cell layer of epithelium and is filled with fluid.	虹膜囊肿是由上皮细胞的单细胞层，并充满流体。
眼睛的异常;肿瘤	HP:0011524	Iris melanoma	虹膜黑色素瘤	Malignant tumor of melanocytes affecting the iris.	虹膜黑色素细胞的恶性肿瘤。
眼睛的异常	HP:0011525	Iris nevus	虹膜痣	A benign brown pigmented area over the iris representing proliferation of melanocyte cells in the stromal layer of the iris. An iris nevus can be flat or occasionally slightly elevated.	虹膜上良性的褐色色素沉着，由虹膜的基质层黑素细胞增殖形成。虹膜痣可以是平的或偶有轻度升高。
眼睛的异常	HP:0011526	Abnormality of lens shape	晶状体形状异常	An abnormal shape of the `lens` (FMA:58241).	晶状体的形态异常（FMA:58241）。
眼睛的异常	HP:0011527	Lentiglobus	球形晶状体	Exaggerated curvature of the lens of the eye, producing an anterior or posterior spherical bulging.	晶状体的曲率增大，产生的前或后球形膨出。
眼睛的异常	HP:0011528	Single isolated congenital hypertrophy of retinal pigment epithelium	视网膜色素上皮孤立性先天性肥厚	Sharply demarcated hyperpigmentation which is congenital found in around 3-5% of the population and of no functional significance.	RPE细胞上出现的明显分界的色素沉着过度，是先天性，发生于3-5％的人口，没有功能障碍。
眼睛的异常	HP:0011529	Multiple bilateral congenital hypertrophy of retinal pigment epithelium	视网膜色素上皮多重双边先天性肥厚	Sharply demarcated hyperpigmentation which is congenital.	明显分界的色素沉着，先天性的。
眼睛的异常	HP:0011530	Retinal hole	视网膜裂孔	A small break in the retina.	视网膜内的裂孔。
眼睛的异常	HP:0011531	Vitreitis	玻璃体炎	Inflammation of the vitreous body.	炎症的玻璃体。
眼睛的异常	HP:0011532	Subretinal exudate	视网膜下渗出	A type of retinal exudate located in the subretinal space between the sensory retina and the retinal pigment epithelium.	位于在神经视网膜和视网膜色素上皮细胞之间的视网膜下腔内的视网膜渗出。
眼睛的异常	HP:0011533	Snowflake retinal degeneration	雪花状视网膜变性	The appearance of yellow/white crystalline-like (hence the name) spots in the retina and thickening of the peripheral part of the vitreous.	玻璃体和视网膜的周边部的黄/白色结晶状（因此而得名）斑点的变性。
心血管系统的异常	HP:0011534	Abnormal spatial orientation of the cardiac segments	心脏节段的空间排布异常	An abnormality of the cardiac segments locations in space.	心脏不同节段在空间位置上的排布异常。
心血管系统的异常	HP:0011535	Abnormal atrial arrangement	心房排布异常	Abnormality of the spatial relationship of the atria to other components of the heart.	心房与心脏其它部位间空间关系的异常。
心血管系统的异常	HP:0011536	Right atrial isomerism	右心房异构	Right atrial isomerism is characterized by bilateral triangular, morphologically right atrial, appendages, both joining the atrial chamber along a broad front with internal terminal crest.	右心房异构的特征是有双三角瓣，右心房样形态，有附属物，连接心房腔前部和顶部终端。
心血管系统的异常	HP:0011537	Left atrial isomerism	左心房异构	In left atrial isomerism there is a bilateral small finger-shaped morphologically left atrial appendage joining the atrial chamber along a narrow front without an internal terminal crest.	两侧心房均为形态学左心房的先天性心脏异常，常伴多脾征，双侧肺均为两叶。
心血管系统的异常	HP:0011538	Atrial situs inversus	心房左右转位	Mirror image atrial arrangement, with morphologic right atrium on the left hand side and morphologic left atrium on the right hand side.	形态学右心房在左手边，形态学左心房在右手边的镜像心房排列。
心血管系统的异常	HP:0011539	Atrial situs ambiguous	心房不定位	Common atrium without defining morphologic features.	没有固定形态学特征的心房。
心血管系统的异常	HP:0011540	Congenitally corrected transposition of the great arteries	先天性矫正型大动脉转位	The essence of the lesion is the combination of discordant atrioventricular and ventriculo-arterial connections. Thus, the morphologically right atrium is connected to a morphologically left ventricle across the mitral valve, with the left ventricle then connected to the pulmonary trunk. The morphologically left atrium is connected to the morphologically right ventricle across the tricuspid valve, with the morphologically right ventricle connected to the aorta.	病变的本质为房室以及房室动脉的连接不协调。因此，形态学右心房跨二尖瓣连接到形态左心室，然后左心室连接到肺动脉。形态学左心房跨三尖瓣连接到形态右心室，形态右心室连接到主动脉。
心血管系统的异常	HP:0011541	Criss-cross atrioventricular valves	十字形房室瓣	Crossing of the inflow streams of the two ventricles, due to an apparent twisting of the heart about its long axis.	由于心脏长轴的明显扭曲，导致双心室的流入流的交叉。
心血管系统的异常	HP:0011542	Criss-cross atrioventricular valves with superior-inferior ventricles	十字形房室瓣伴上下排列心室	Criss-cross atrioventricular valves occurs with superior-inferior ventricles.	伴随上下心室排列的十字型房室瓣。
心血管系统的异常	HP:0011543	Superior-inferior ventricles without criss-cross atrioventricular valves	无十字房室瓣型上下排列心室	A type of superior-inferior ventricles which presents no criss-cross atrioventricular valves.	一种心室呈上下排列样疾病，但无十字型房室瓣。
心血管系统的异常	HP:0011544	L-looping of the right ventricle	右心室左袢	The right ventricle is abnormally positioned on the left side of the left ventricle.	右心室异常地位于左心室的左侧，即右心室左袢。
心血管系统的异常	HP:0011545	Abnormal connection of the cardiac segments	心脏节段连接异常	Abnormal connection between the cardiac segments，leading to abnormal  myocardial movement.	心脏节段间连接异常，导致心肌运动异常。
心血管系统的异常	HP:0011546	Abnormal atrioventricular connection	异常房室连接	An abnormality of the circulatory connection between atria and ventricles.	心房与心室之间循环连接的异常。
心血管系统的异常	HP:0011547	Absent left sided atrioventricular connection	左侧房室接连缺失	Absence of left sided atrioventricular connection.	左侧房室连接的缺失。
心血管系统的异常	HP:0011548	Absent right sided atrioventricular connection	右侧房室连接缺失	Absence of right sided atrioventricular connection.	右侧房室连接的缺失。
心血管系统的异常	HP:0011549	Univentricular heart with absent left sided atrioventricular connection	左房室连接缺失导致的单心室心脏	Univentricular heart with absent left sided atrioventricular connection.	左房室连接缺失导致的单心室心脏
心血管系统的异常	HP:0011550	Biventricular heart with straddling right sided atrioventricular valve and absent left sided atrioventricular connection	双心室心脏伴右房室瓣骑跨及左房室连接缺如	A heart with two ventricles while the tension apparatus of its right sided atrioventricular valve is attached to both sides of the ventricular septum, and the left sided atrioventricular valve is absent.	心脏有双心室但右侧房室瓣膜的张力部位与室间隔的左右两侧均相连，同时左侧房室瓣缺失。
