OMIM编码	英文名	中文译名
OMIM:137215	GASTRIC CANCER, HEREDITARY DIFFUSE; HDGC	遗传性弥漫性胃癌（HDFC）
OMIM:601553	HYPOTRICHOSIS, CONGENITAL, WITH JUVENILE MACULAR DYSTROPHY; HJMD	少毛症，先天性，青少年黄斑营养不良；HJMD
OMIM:225280	ECTODERMAL DYSPLASIA, ECTRODACTYLY, AND MACULAR DYSTROPHY SYNDROME; EEMS	外胚层发育不良、缺指（趾）畸形和黄斑营养不良综合征；EEMS
OMIM:608393	MICROCEPHALY 6, PRIMARY, AUTOSOMAL RECESSIVE; MCPH6	常染色体隐性遗传初级小头畸形－6（MCPH6）
OMIM:613676	SECKEL SYNDROME 4; SCKL4	SECKEL综合征4；SCKL4
OMIM:616051	MICROCEPHALY 13, PRIMARY, AUTOSOMAL RECESSIVE; MCPH13	13型常染色体隐性先天性小脑病；MCPH13
OMIM:601493	CARDIOMYOPATHY, DILATED, 1C, WITH OR WITHOUT LEFT VENTRICULAR NONCOMPACTION; CMD1C	扩张型心肌病，1C，伴或不伴左心室致密化不全（CMD1C）
OMIM:609452	MYOPATHY, MYOFIBRILLAR, 4; MFM4	肌原纤维肌病4
OMIM:610313	COLD-INDUCED SWEATING SYNDROME 2; CISS2	低温诱导出汗综合征（CISS2）
OMIM:613808	CILIARY DYSKINESIA, PRIMARY, 15; CILD15	原发性睫状体运动障碍-15；CILD15
OMIM:616410	SPINOCEREBELLAR ATAXIA 41; SCA41	脊髓小脑性共济失调41（SCA41）
OMIM:615752	POLYMICROGYRIA, BILATERAL PERISYLVIAN, AUTOSOMAL RECESSIVE; BPPR	常染色体隐性遗传性双外侧裂多小脑回；BPPR
OMIM:606854	POLYMICROGYRIA, BILATERAL FRONTOPARIETAL; BFPP	双侧额顶叶多小脑回畸形（BFPP）
OMIM:615633	SHORT-RIB THORACIC DYSPLASIA 11 WITH OR WITHOUT POLYDACTYLY; SRTD11	短肋胸廓发育不良11伴或不伴多指畸形
OMIM:253200	MUCOPOLYSACCHARIDOSIS TYPE VI; MPS6	粘多糖病VI型
OMIM:159555	None	特定赖氨酸甲基转移酶 2A;KMT2A
OMIM:605130	WIEDEMANN-STEINER SYNDROME; WDSTS	多毛肘，身材矮小，面部畸形，和发育迟缓
OMIM:614067	SPASTIC PARAPLEGIA 52, AUTOSOMAL RECESSIVE; SPG52	常染色体隐性痉挛性截瘫-52（SPG52）
OMIM:234050	TRICHOTHIODYSTROPHY 4, NONPHOTOSENSITIVE; TTD4	非光敏性毛发硫营养不良4
OMIM:250940	HOMOCYSTINURIA-MEGALOBLASTIC ANEMIA, cblG COMPLEMENTATION TYPE; HMAG	cblG互补型高胱氨酸尿-巨幼细胞性贫血症；HMAG
OMIM:601634	NEURAL TUBE DEFECTS, FOLATE-SENSITIVE; NTDFS	叶酸敏感性神经管缺陷（NTDFS）
OMIM:613810	RETINITIS PIGMENTOSA 43; RP43	视网膜色素变性43; RP43
OMIM:607101	DEAFNESS, AUTOSOMAL RECESSIVE 30; DFNB30	常染色体隐性遗传性耳聋-30（DFNB30）
OMIM:221770	POLYCYSTIC LIPOMEMBRANOUS OSTEODYSPLASIA WITH SCLEROSING LEUKOENCEPHALOPATHY; PLOSL	多囊脂肪膜骨发育不良伴有硬化性脑白质病（PLOSL）
OMIM:605637	MYOPATHY, PROXIMAL, AND OPHTHALMOPLEGIA; MYPOP	近端性肌病及眼肌麻痹（MYPOP）
OMIM:601680	ARTHROGRYPOSIS, DISTAL, TYPE 2B; DA2B	末梢关节挛缩类型2B; DA2B
OMIM:193700	ARTHROGRYPOSIS, DISTAL, TYPE 2A; DA2A	2A型末端关节挛缩；DA2A
OMIM:614089	ATRIAL SEPTAL DEFECT 3; ASD3	房室间隔缺损-3；ASD3
OMIM:614090	SICK SINUS SYNDROME 3, SUSCEPTIBILITY TO; SSS3	易感性病窦综合征3；SSS3
OMIM:613251	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 14; CMH14	家族性肥厚心肌病14; CMH14
OMIM:613252	CARDIOMYOPATHY, DILATED, 1EE; CMD1EE	扩张型心肌病1EE（CMD1EE）
OMIM:192600	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 1; CMH1	家族性肥厚型心肌病1
OMIM:181430	SCAPULOPERONEAL MYOPATHY, MYH7-RELATED; SPMM	MYH7相关型肩胛腓骨肌病；SPMM
OMIM:160500	MYOPATHY, DISTAL, 1; MPD1	末端肌病（MPD1）
OMIM:613426	CARDIOMYOPATHY, DILATED, 1S; CMD1S	扩张型心肌病1S（CMD1S）
OMIM:608358	MYOPATHY, MYOSIN STORAGE, AUTOSOMAL DOMINANT; MSMA	肌病，肌球蛋白沉积性，常染色体显性，MSMA
OMIM:255160	MYOPATHY, MYOSIN STORAGE, AUTOSOMAL RECESSIVE; MSMB	肌病, 肌球蛋白沉淀,常染色体隐性遗传；MSMB
OMIM:603932	INTERVERTEBRAL DISC DISEASE; IDD	椎间盘病变（IDD）
OMIM:158300	ARTHROGRYPOSIS, DISTAL, TYPE 7; DA7	7型末端关节挛缩；DA7
OMIM:608837	CARNEY COMPLEX VARIANT	卡尼复合体变型
OMIM:600462	MYOPATHY, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA 1; MLASA1	乳酸性酸中毒型肌病并铁粒幼细胞贫血-1（MLASA1）
OMIM:305400	AARSKOG-SCOTT SYNDROME; AAS	Aarskog-Scott综合征 (AAS)
OMIM:612313	GLASS SYNDROME; GLASS	Glass综合征
OMIM:613862	RETINITIS PIGMENTOSA 38; RP38	色素性视网膜炎38；RP38
OMIM:217080	JALILI SYNDROME	JALILI综合征
OMIM:611369	LETHAL CONGENITAL CONTRACTURE SYNDROME 3; LCCS3	致死性先天性挛缩综合征3；LCCS3
OMIM:260000	HYPEROXALURIA, PRIMARY, TYPE II; HP2	原发高草酸尿II型（HP2）
OMIM:609753	CELIAC DISEASE, SUSCEPTIBILITY TO, 4; CELIAC4	易患性乳糜泻4（CELIAC4）
OMIM:613717	TREACHER COLLINS SYNDROME 2; TCS2	Treacher Collins综合征2；TCS2
OMIM:253400	SPINAL MUSCULAR ATROPHY, TYPE III; SMA3	脊髓性肌肉萎缩症，III型；SMA3
OMIM:301220	PIGMENTARY DISORDER, RETICULATE, WITH SYSTEMIC MANIFESTATIONS, X-LINKED; PDR	伴有系统性表现的网状色素沉着症(PDR)
OMIM:253550	SPINAL MUSCULAR ATROPHY, TYPE II; SMA2	Ⅱ型脊髓性肌肉萎缩症；SMA2
OMIM:253300	SPINAL MUSCULAR ATROPHY, TYPE I; SMA1	I型脊髓性肌萎缩；SMA1
OMIM:253400	SPINAL MUSCULAR ATROPHY, TYPE III; SMA3	脊髓性肌肉萎缩症，III型；SMA3
OMIM:271150	SPINAL MUSCULAR ATROPHY, TYPE IV; SMA4	IV型脊髓性肌萎缩；SMA4
OMIM:614044	None	胰蛋白酶原缺乏症
OMIM:167800	PANCREATITIS, HEREDITARY; PCTT	胰腺炎，遗传性；PCTT
OMIM:606824	GLUCOSE/GALACTOSE MALABSORPTION; GGM	葡萄糖/半乳糖吸收障碍；GGM
OMIM:277590	WEAVER SYNDROME; WVS	Weaver综合征（WVS）
OMIM:158580	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VIIA; HMN7A	远端遗传性运动神经病IIA型; HMN7A
OMIM:604454	WELANDER DISTAL MYOPATHY; WDM	Welander远端肌病（WDM）
OMIM:136760	FRONTONASAL DYSPLASIA 1; FND1	额鼻部发育不良1（FND1）
OMIM:613456	FRONTONASAL DYSPLASIA 3; FND3	额鼻发育不良3（FND3）
OMIM:259500	OSTEOGENIC SARCOMA	骨肉瘤
OMIM:182280	SMALL CELL CANCER OF THE LUNG	小细胞型肺癌
OMIM:109800	BLADDER CANCER	膀胱癌（Bladder Cancer）
OMIM:180200	RETINOBLASTOMA; RB1	视网膜母细胞瘤（RB1）
OMIM:609597	PARIETAL FORAMINA 2; PFM2	顶骨裂孔2；PFM2
OMIM:615529	CRANIOSYNOSTOSIS 5, SUSCEPTIBILITY TO; CRS5	5型颅缝早闭，遗传易感型；CRS5
OMIM:613451	FRONTONASAL DYSPLASIA 2; FND2	额鼻发育不良2（FND2）
OMIM:612237	CHONDROSARCOMA, EXTRASKELETAL MYXOID	骨外黏液样软骨肉瘤
OMIM:615206	IMMUNODEFICIENCY 11; IMD11	免疫缺陷11；IMD11
OMIM:173200	PITYRIASIS RUBRA PILARIS; PRP	毛发红糠疹（PRP）
OMIM:602723	PSORIASIS 2; PSORS2	2型银屑病（PSOR2）
OMIM:277300	SPONDYLOCOSTAL DYSOSTOSIS 1, AUTOSOMAL RECESSIVE; SCDO1	常染色体隐性遗传的脊椎肋骨发育不全-1；SCDO1
OMIM:609535	DRUG METABOLISM, POOR, CYP2C19-RELATED	CYP2C19相关性药物代谢能力低下
OMIM:614299	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 2 WITH HYPERGLYCINEMIA; MMDS2	多发性线粒体功能紊乱综合症-2；MMDS2
OMIM:614400	GLUCOCORTICOID THERAPY, RESPONSE TO; GCTR	糖皮质激素治疗反应性（GCTR）
OMIM:613135	PARKINSONISM-DYSTONIA, INFANTILE; PKDYS	婴儿帕金森-肌张力障碍（PKDY）
OMIM:188890	TOBACCO ADDICTION, SUSCEPTIBILITY TO	易感性烟草成瘾
OMIM:616421	MYOCLONIC-ATONIC EPILEPSY; MAE	肌阵挛-失张力性癫痫
OMIM:170100	PROLIDASE DEFICIENCY	脯肽酶缺乏症
OMIM:218340	TEMTAMY SYNDROME; TEMTYS	Temtamy 综合征（Temtamy syndrome，TEMTYS）
OMIM:613122	CARDIOMYOPATHY, DILATED, 1CC; CMD1CC	扩张型心肌病1CC型（CMD1CC）
OMIM:613876	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 20; CMH20	家族性肥厚型心肌病20；CMH20
OMIM:609924	AMINOACYLASE 1 DEFICIENCY; ACY1D	氨基酰化酶-1 缺陷症；ACY1D
OMIM:614411	GLYCEROL QUANTITATIVE TRAIT LOCUS; GLYCQTL	GLYCEROL数量性状位点（GLYCEROL )
OMIM:600231	PALMOPLANTAR KERATODERMA, BOTHNIAN TYPE; PPKB	波的尼亚型掌跖角化病
OMIM:125800	DIABETES INSIPIDUS, NEPHROGENIC, AUTOSOMAL	常染色体肾原性尿崩症
OMIM:605021	MYOCLONIC EPILEPSY, FAMILIAL INFANTILE; FIME	家族性婴儿型肌阵挛性癫痫；FIME
OMIM:220500	DEAFNESS, ONYCHODYSTROPHY, OSTEODYSTROPHY, MENTAL RETARDATION, AND SEIZURES SYNDROME; DOORS	耳聋, 指（趾）甲营养不良，骨营养不良、智力缺陷和癫痫发作;DOORS综合征
OMIM:616044	DEAFNESS, AUTOSOMAL DOMINANT 65; DFNA65	常染色体显性遗传性耳聋65（DFNA65）
OMIM:615338	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 16; EIEE16	早期婴儿型癫痫性脑病16型；EIEE16
OMIM:614617	DEAFNESS, AUTOSOMAL RECESSIVE 86; DFNB86	常染色体隐性遗传性耳聋-86（DFNB86）
OMIM:614858	HYPOGONADOTROPIC HYPOGONADISM 14 WITH OR WITHOUT ANOSMIA; HH14	性腺功能减退14伴或不伴嗅觉缺失；HH14
OMIM:611876	BRUGADA SYNDROME 4; BRGDA4	Brugada综合征4（ BRGDA4）
OMIM:114480	BREAST CANCER	乳腺癌
OMIM:185000	OVERHYDRATED HEREDITARY STOMATOCYTOSIS; OHST	水分过多的遗传性口形红细胞增多症；OHS
OMIM:268150	RH-NULL, REGULATOR TYPE; RHN	Rh-Null综合征，调控型（RHN）
OMIM:615670	SCHWANNOMATOSIS 2; SWNTS2	神经鞘瘤-2；SWNTS2
OMIM:607151	MOYAMOYA DISEASE 2; MYMY2	烟雾病-2；MYMY2
OMIM:612042	RECOMBINATION RATE QUANTITATIVE TRAIT LOCUS 1; RRQTL1	数量性状位点1相关的重组率-1；RRQTL1
OMIM:605589	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2B2; CMT2B2	腓骨肌萎缩症2B2型（CMT2B2）
OMIM:104500	AMELOGENESIS IMPERFECTA, TYPE IB; AI1B	釉质发育不全IB型；AI1B
OMIM:204650	AMELOGENESIS IMPERFECTA, TYPE IC; AI1C	牙釉质发育不全症IC型（AI1C）
OMIM:162100	AMYOTROPHY, HEREDITARY NEURALGIC; HNA	遗传性神经痛肌萎缩； HNA
OMIM:615482	CILIARY DYSKINESIA, PRIMARY, 25; CILD25	纤毛运动障碍，原发性，25；CILD25
OMIM:127700	DYSLEXIA, SUSCEPTIBILITY TO, 1; DYX1	易感型诵读困难1型；DYX1
OMIM:610443	KOOLEN-DE VRIES SYNDROME; KDVS	Koolen-De Vries综合征（KDVS）
OMIM:608323	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE C; CMTDIC	中间型显性遗传性腓骨肌萎缩症C型；CMTDIC
OMIM:614266	BARRETT ESOPHAGUS	巴雷特食管
OMIM:176807	PROSTATE CANCER	前列腺癌
OMIM:612387	SARCOIDOSIS, SUSCEPTIBILITY TO, 2; SS2	易感性肉瘤样病2
OMIM:611895	AMYOTROPHIC LATERAL SCLEROSIS 9; ALS9	肌萎缩侧索硬化症9（ALS9）
OMIM:239510	HYPERPROLINEMIA, TYPE II; HYRPRO2	II型血症（ARPRO2）
OMIM:272440	FILIPPI SYNDROME; FLPIS	Filippi综合征；FLPIS
OMIM:193100	HYPOPHOSPHATEMIC RICKETS, AUTOSOMAL DOMINANT; ADHR	常染色体显性遗传性低磷性佝偻病；ADHR
OMIM:211900	TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL; HFTC	肿瘤钙化，高磷血症，家族性； HFTC
OMIM:615721	RENAL HYPODYSPLASIA/APLASIA 2; RHDA2	肾性营养不良/再生障碍性贫血2; RHD2
OMIM:612098	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 11; CMH11	家族性肥厚型心肌病11
OMIM:612794	ATRIAL SEPTAL DEFECT 5; ASD5	房间隔缺损5；ASD5
OMIM:613424	CARDIOMYOPATHY, DILATED, 1R; CMD1R	1R型扩张型心肌病；CMD1R
OMIM:601626	LEUKEMIA, ACUTE MYELOID; AML	急性髓性白血病；AML
OMIM:613291	BILE ACID MALABSORPTION, PRIMARY; PBAM	原发性胆汁酸吸收不良; PBAM
OMIM:182212	SHPRINTZEN-GOLDBERG CRANIOSYNOSTOSIS SYNDROME; SGS	SHPRINTZEN-GOLDBERG颅缝骨化早闭综合征；SGS
OMIM:615500	CILIARY DYSKINESIA, PRIMARY, 26; CILD26	原发性纤毛运动障碍26（ CILD26）
OMIM:300717	REDUCING BODY MYOPATHY, X-LINKED 1A, SEVERE, WITH INFANTILE OR EARLY CHILDHOOD ONSET; RBMX1A	严重型X-连锁还原体肌病
OMIM:300695	SCAPULOPERONEAL MYOPATHY, X-LINKED DOMINANT; SPM	肩胛腓骨肌病，?X连锁显性；SPM
OMIM:300696	MYOPATHY, X-LINKED, WITH POSTURAL MUSCLE ATROPHY; XMPMA	姿势肌型X-连锁肌病；XMPMA
OMIM:300718	REDUCING BODY MYOPATHY, X-LINKED 1B, WITH LATE CHILDHOOD OR ADULT ONSET; RBMX1B	儿童型X-连锁还原体肌病
OMIM:204750	2-AMINOADIPIC 2-OXOADIPIC ACIDURIA; AMOXAD	2-氨基-2-氧代己二酸尿症（AMOXAD）
OMIM:615025	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Q; CMT2Q	腓骨肌萎缩症2Q型；CMT2Q
OMIM:615877	MICROPHTHALMIA, SYNDROMIC 14; MCOPS14	综合征型小眼畸形14（MCOPS14）
OMIM:615517	HEMOCHROMATOSIS, TYPE 5; HFE5	5型血色素沉着症（HFE5）
OMIM:615602	MEMORY QUANTITATIVE TRAIT LOCUS; MEMRYQTL	记忆数量性状位点（MEMRYQTL）
OMIM:614816	LOEYS-DIETZ SYNDROME 4; LDS4	LOEYS-DIETZ综合征-4；LDS4
OMIM:614291	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 4; BROVCA4	易感性家族性乳房-卵巢癌-4；BROVCA4
OMIM:613390	FANCONI ANEMIA, COMPLEMENTATION GROUP O; FANCO	范可尼贫血，O型遗传互补群；FANCO
OMIM:613399	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 3; BROVCA3	易感性家族性乳腺-卵巢癌3型；BROVCA3
OMIM:612260	MYD88 DEFICIENCY; MYD88D	MYD88缺乏症；MYD88D
OMIM:600512	EPILEPSY, FAMILIAL TEMPORAL LOBE, 1; ETL1	家族性颞叶癫痫1型（ETL1）
OMIM:613870	HIRSCHSPRUNG DISEASE, CARDIAC DEFECTS, AND AUTONOMIC DYSFUNCTION	先天性巨结肠症、心脏病和自主神经功能障碍
OMIM:145500	HYPERTENSION, ESSENTIAL	原发性高血压
OMIM:136630	MENTAL RETARDATION, FRA12A TYPE	FRA12A型智力迟滞
OMIM:602450	SEVERE COMBINED IMMUNODEFICIENCY WITH SENSITIVITY TO IONIZING RADIATION	电离辐射敏感型重症联合免疫缺陷
OMIM:603554	OMENN SYNDROME	欧门综合征
OMIM:615807	SECKEL SYNDROME 8; SCKL8	SECKEL综合症-8；SCKL8
OMIM:615156	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 6; PEOA6	6型常染色体显性渐进性眼外肌麻痹并遗传线粒体DNA缺失症（PEOA6）
OMIM:612645	DEAFNESS, AUTOSOMAL RECESSIVE 1B; DFNB1B	常染色体隐性遗传性耳聋-1B;DFNB1B
OMIM:129500	CLOUSTON SYNDROME	Clouston综合征
OMIM:612643	DEAFNESS, AUTOSOMAL DOMINANT 3B; DFNA3B	常染色体显性遗传性耳聋-3B；DFNA3B
OMIM:220290	DEAFNESS, AUTOSOMAL RECESSIVE 1A; DFNB1A	失聪-1A（常染色体隐性遗传）；DFNB1A
OMIM:614441	HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL RECESSIVE, 2; PHOAR2	肥大性骨关节病，原发性，常染色体隐性遗传，2型; PHPAR2
OMIM:611938	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 2; CPVT2	儿茶酚胺多形性室性心动过速2; CPVT2
OMIM:175800	POROKERATOSIS 1, MULTIPLE TYPES; POROK1	MIBELLI型汗孔角化症1；POROK1
OMIM:607944	SPONDYLOENCHONDRODYSPLASIA WITH IMMUNE DYSREGULATION; SPENCDI	脊柱软骨发育不良伴免疫失调（SPENCDI）
OMIM:615281	HYPOMYELINATION WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LEG SPASTICITY; HBSL	髓鞘形成减少合并脑干脊柱受累和腿部痉挛；HBSL
OMIM:202200	GLUCOCORTICOID DEFICIENCY 1; GCCD1	糖皮质激素缺乏；GCCD1
OMIM:601386	DEAFNESS, AUTOSOMAL RECESSIVE 12; DFNB12	常染色体隐性遗传性耳聋-12；DFNB12
OMIM:200950	None	酸性磷酸酶缺乏症
OMIM:613411	OGUCHI DISEASE 2	小口氏病-2
OMIM:193235	VITREORETINOPATHY, NEOVASCULAR INFLAMMATORY; VRNI	新生血管性炎性玻璃体视网膜病变（VRNI）
OMIM:253600	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2A; LGMD2A	肢带肌萎缩症，2A型（LGMD2A）
OMIM:611489	CORTICOSTEROID-BINDING GLOBULIN DEFICIENCY	皮质类固醇结合球蛋白缺乏症
OMIM:614822	SPERMATOGENIC FAILURE 10; SPGF10	精子生成障碍-10（SPGF10）
OMIM:112240	COLE-CARPENTER SYNDROME 1; CLCRP1	COLE-CARPENTER综合征1型；CLCRP1
OMIM:142900	HOLT-ORAM SYNDROME; HOS	Holt-Oram综合征 (HOS)
OMIM:615505	CILIARY DYSKINESIA, PRIMARY, 28; CILD28	原发性纤毛运动障碍28（CILD28）
OMIM:612943	RETINITIS PIGMENTOSA 42; RP42	色素性视网膜炎42；RP42
OMIM:614495	PSEUDOHYPOALDOSTERONISM, TYPE IID; PHA2D	假性醛固酮减少症IID型；PHA2D
OMIM:208050	ARTERIAL TORTUOSITY SYNDROME; ATS	动脉迂曲综合征（ATS）
OMIM:612318	PSEUDOFOLLICULITIS BARBAE	假性毛囊炎
OMIM:610738	NEUTROPENIA, SEVERE CONGENITAL, 3, AUTOSOMAL RECESSIVE; SCN3	3型先天性嗜中性白血球减少症（常染色体隐性遗传）；SCN3
OMIM:602400	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 11; ARCI11	常染色体隐性遗传性鱼鳞病-11（ARCI11）
OMIM:613630	COCOON SYNDROME	COCOON综合征
OMIM:613659	GASTRIC CANCER	胃癌
OMIM:608456	FAMILIAL ADENOMATOUS POLYPOSIS, 2; FAP2	家族性腺瘤性息肉病2；FAP2
OMIM:132600	PILOMATRIXOMA	甲床细胞瘤
OMIM:613885	MECKEL SYNDROME, TYPE 8; MKS8	8型Meckel综合症；MKS8
OMIM:258860	OROFACIODIGITAL SYNDROME IV; OFD4	口面指4型综合征；OFD4
OMIM:614815	JOUBERT SYNDROME 18; JBTS18	JOUBERT综合征18（ JBTS18）
OMIM:614173	JOUBERT SYNDROME 13; JBTS13	Joubert综合征-13（JBTS13）
OMIM:606408	EHLERS-DANLOS SYNDROME DUE TO TENASCIN-X DEFICIENCY	皮肤弹性过度综合征（韧黏素-X缺陷所致）
OMIM:615963	VESICOURETERAL REFLUX 8; VUR8	膀胱输尿管反流-8（VUR8）
OMIM:610762	HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 6; HDLCQ6	高密度脂蛋白胆固醇水平的数量特性基因座6; HDLCQ6
OMIM:233100	RENAL GLUCOSURIA; GLYS	肾性葡萄糖尿症（GLYS1）
OMIM:607829	MITRAL VALVE PROLAPSE 2; MVP2	二尖瓣脱垂，粘液瘤-2（MMVP2）
OMIM:601390	VAN MALDERGEM SYNDROME 1; VMLDS1	1型Van Maldergem 综合征（VMLDS1）
OMIM:264080	None	孕酮抵抗
OMIM:613087	ATRIAL SEPTAL DEFECT 6; ASD6	房间隔缺损-6（ASD6）
OMIM:131950	EPIDERMOLYSIS BULLOSA SIMPLEX, OGNA TYPE; EBSOG	单纯型大疱性表皮松解症，Ogna亚型
OMIM:226670	EPIDERMOLYSIS BULLOSA SIMPLEX WITH MUSCULAR DYSTROPHY; EBSMD	单纯性大疱性表皮松解症伴肌营养不良
OMIM:613723	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2Q; LGMD2Q	2Q型肢带型肌营养不良症；LGMD2Q
OMIM:612138	EPIDERMOLYSIS BULLOSA SIMPLEX WITH PYLORIC ATRESIA; EBSPA	单纯型大疱性表皮松解症伴幽门闭锁；EBS-PA
OMIM:613157	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 3; MDDGC3	肌营养不良-肌营养不良蛋白聚糖病C3型（肢带肌型）
OMIM:253280	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 3; MDDGA3	肌营养不良-肌营养不良蛋白聚糖病A3型（先天性脑部及眼部异常）
OMIM:613151	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION), TYPE B, 3; MDDGB3	肌肉营养不良-抗肌萎缩相关糖蛋白病（先天性智障）B型3；MDDGB3
OMIM:614830	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 8; MDDGA8	肌营养不良-肌营养不良蛋白聚糖病A8型（先天性脑眼异常）
OMIM:615371	PULMONARY HYPERTENSION, NEONATAL, SUSCEPTIBILITY TO; PHN	易患型新生儿肺动脉高压;PHN
OMIM:237300	CARBAMOYL PHOSPHATE SYNTHETASE I DEFICIENCY, HYPERAMMONEMIA DUE TO	氨甲酰磷酸合成酶I缺乏症（可致高氨血症）
OMIM:614035	DEAFNESS, AUTOSOMAL RECESSIVE 29; DFNB29	常染色体隐性遗传性耳聋29（DFNB29）
OMIM:615722	BOSCH-BOONSTRA-SCHAAF OPTIC ATROPHY SYNDROME; BBSOAS	Bosch-Boonstra-Schaaf 视神经萎缩综合征;BBSOAS
OMIM:614228	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2O; CMT2O	轴突腓骨肌萎缩症类型20（CMT2O）
OMIM:614563	MENTAL RETARDATION, AUTOSOMAL DOMINANT 13; MRD13	精神发育迟滞，常染色体显性13；MRD13
OMIM:158600	SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, 1, AUTOSOMAL DOMINANT; SMALED1	脊髓性肌萎缩（下肢受累，常染色体显性遗传）-1；SMALED1
OMIM:603513	CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 1; CPSQ1	脑性麻痹，痉挛性四肢瘫痪－1（CPSQ1）
OMIM:266500	REFSUM DISEASE, CLASSIC	经典雷夫叙姆病
OMIM:106100	ANGIOEDEMA, HEREDITARY, TYPE I; HAE1	遗传性血管水肿I型；HAE1
OMIM:120790	COMPLEMENT COMPONENT 4, PARTIAL DEFICIENCY OF	补体C4部分丧失
OMIM:305600	FOCAL DERMAL HYPOPLASIA; FDH	面部皮肤发育不良症（FDH）
OMIM:278740	XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP E	互补E组着色性干皮病
OMIM:612998	EMERY-DREIFUSS MUSCULAR DYSTROPHY 4, AUTOSOMAL DOMINANT; EDMD4	常染色体显性遗传性金刚砂德赖富斯肌营养不良4（ EDMD 4）
OMIM:610743	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 8; SCAR8	常染色体隐性遗传脊髓小脑共济失调8
OMIM:612999	EMERY-DREIFUSS MUSCULAR DYSTROPHY 5, AUTOSOMAL DOMINANT; EDMD5	常染色体显性遗传性金刚砂德赖富斯肌营养不良5（ EDMD 5）
OMIM:240500	IMMUNODEFICIENCY, COMMON VARIABLE, 2; CVID2	常见变异型免疫缺陷2；CVID2
OMIM:609529	IMMUNOGLOBULIN A DEFICIENCY 2; IGAD2	免疫球蛋白A缺乏症2（IGAD2）
OMIM:612997	SPERMATOGENIC FAILURE 7; SPGF7	生精障碍7（SPGF7）
OMIM:615234	ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRON OVERLOAD 2; AHMIO2	铁超负荷浅色小细胞性贫血2（AHMIO2）
OMIM:311250	ORNITHINE TRANSCARBAMYLASE DEFICIENCY, HYPERAMMONEMIA DUE TO	血氨过多导致鸟氨酸转氨甲酰酶缺乏症
OMIM:603896	LEUKOENCEPHALOPATHY WITH VANISHING WHITE MATTER; VWM	白质消融性白质脑病
OMIM:606482	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE B; CMTDIB	中间体B主导型腓骨肌萎缩症; CMT DIB
OMIM:160150	MYOPATHY, CENTRONUCLEAR, 1; CNM1	中央核肌病-1；CNM1
OMIM:615368	LETHAL CONGENITAL CONTRACTURE SYNDROME 5; LCCS5	致死先天性挛缩综合征5（LCCS5）
OMIM:616029	ECTODERMAL DYSPLASIA/SHORT STATURE SYNDROME; ECTDS	外胚层发育不良/身材矮小综合征（ECTDS）
OMIM:608641	DEAFNESS, AUTOSOMAL DOMINANT 28; DFNA28	常染色体显性遗传性耳聋28（DFNA28）
